region_name,feature_subset,feature_dim,model_name,config_name,horizon_month,objective,comparison_design,sample_weight_mode,model_seed,source_dataset,selected_config_json,threshold_csv,n_train,train_negative,train_positive,n_test,test_negative,test_positive,param_iterations,param_depth,param_learning_rate,param_l2_leaf_reg,param_random_strength,param_bootstrap_type,param_subsample,positive_rate,threshold,pred_positive_rate,acc,precision,recall,f1,auc,pr_auc,brier,tn,fp,fn,tp,param_n_estimators,param_max_depth,param_min_samples_split,param_min_samples_leaf,param_max_features,param_bootstrap,param_colsample_bytree,param_reg_lambda,param_reg_alpha,param_min_child_weight,param_gamma,full_config_name,full_acc,full_precision,full_recall,full_f1,full_auc,full_pr_auc,full_brier,full_pred_positive_rate,delta_acc_only_minus_full,retained_fraction_acc,delta_precision_only_minus_full,retained_fraction_precision,delta_recall_only_minus_full,retained_fraction_recall,delta_f1_only_minus_full,retained_fraction_f1,delta_auc_only_minus_full,retained_fraction_auc,delta_pr_auc_only_minus_full,retained_fraction_pr_auc,delta_brier_only_minus_full,delta_pred_positive_rate_only_minus_full
all,last100_only,15,XGBoost,xgb_cfg4_strong_reg,6,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,930642,PROJECT_ROOT/data_timescale_only/last100_only/china_last100_only_dataset_horizon_6m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1225360,1035867,189493,9095,7697,1398,,,0.03,,,,0.9,0.1537108301264431,0.22,0.14381528312259484,0.8183617372182518,0.4029051987767584,0.376967095851216,0.3895048041389505,0.756819538221885,0.3695786759624749,0.11664695210028313,6916,781,871,527,500.0,3.0,,,,,0.9,8.0,0.8,5.0,0.2,xgb_cfg4_strong_reg,0.8241891148982957,0.4398563734290844,0.5257510729613734,0.4789833822091886,0.8126056767746496,0.4155148156259344,0.1083455318138812,0.1837273227047828,-0.0058273776800439325,0.9929295624332978,-0.036951174652326,0.9159926355863446,-0.14878397711015734,0.7170068027210885,-0.08947857807023812,0.8131906421105028,-0.0557861385527646,0.9313490661618463,-0.045936139663459497,0.8894476491908935,0.008301420286401934,-0.03991203958218795
all,last100_only,15,CatBoost,cat_cfg1_depth5_lr002,12,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,911242,PROJECT_ROOT/data_timescale_only/last100_only/china_last100_only_dataset_horizon_12m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1209975,902429,307546,9095,6846,2249,800.0,5.0,0.02,10.0,1.0,Bernoulli,0.85,0.24727872457394173,0.29,0.24870808136338649,0.7835074216602529,0.5618921308576481,0.5651400622498889,0.5635114165373531,0.8039337313159081,0.5412578610415169,0.149796904960532,5855,991,978,1271,,,,,,,,,,,,cat_cfg1_depth5_lr002,0.7992303463441451,0.5923177651680489,0.6033792796798577,0.5977973568281938,0.8266771468658061,0.5783268116297006,0.1395964371201922,0.2518966465090709,-0.015722924683892248,0.9803274178016234,-0.030425634310400795,0.9486329195245923,-0.03823921742996883,0.9366249078850406,-0.034285940290840644,0.9426462163152481,-0.022743415549898005,0.9724881525561394,-0.03706895058818371,0.9359031090332386,0.010200467840339789,-0.0031885651456844133
all,last100_only,15,ExtraTrees,et_cfg0_depth12_leaf5,12,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,921242,PROJECT_ROOT/data_timescale_only/last100_only/china_last100_only_dataset_horizon_12m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1209975,902429,307546,9095,6846,2249,,,,,,,,0.24727872457394173,0.3,0.11050027487630566,0.7596481583287521,0.5313432835820896,0.23743886171631837,0.32821143208358944,0.7477186601712293,0.46626016771671847,0.16891933442412016,6375,471,1715,534,500.0,12.0,10.0,5.0,sqrt,False,,,,,,et_cfg0_depth12_leaf5,0.7938427707531611,0.5803955288048152,0.6002667852378835,0.5901639344262295,0.8292021760052541,0.6021551087854431,0.1393651474517338,0.2557449147883452,-0.03419461242440902,0.9569252077562327,-0.049052245222725555,0.915484798231067,-0.3628279235215651,0.3955555555555556,-0.26195250234264006,0.5561360376971932,-0.0814835158340248,0.9017326314475222,-0.13589494106872463,0.7743190432398274,0.029554186972386348,-0.14524463991203956
all,last100_only,15,XGBoost,xgb_cfg4_strong_reg,12,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,931242,PROJECT_ROOT/data_timescale_only/last100_only/china_last100_only_dataset_horizon_12m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1209975,902429,307546,9095,6846,2249,,,0.03,,,,0.9,0.24727872457394173,0.27,0.24837822979659152,0.7840571742715778,0.5630810092961488,0.565584704313028,0.5643300798580302,0.8022752865655096,0.5581315991523067,0.14985303968357264,5859,987,977,1272,500.0,3.0,,,,,0.9,8.0,0.8,5.0,0.2,xgb_cfg4_strong_reg,0.7937328202308961,0.5793279455550829,0.6056024899955536,0.5921739130434782,0.8232820910309474,0.5851272797928737,0.1405556509000455,0.2584936778449697,-0.009675645959318246,0.987809945975897,-0.01624693625893414,0.9719555454150116,-0.040017785682525564,0.933920704845815,-0.02784383318544803,0.9529803110671582,-0.02100680446543779,0.9744840745422603,-0.02699568064056701,0.9538635753743646,0.00929738878352715,-0.010115448048378162
all,last_month_only,21,CatBoost,cat_cfg1_depth5_lr002,1,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,910142,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_1m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1238365,1196758,41607,9095,8777,318,800.0,5.0,0.02,10.0,1.0,Bernoulli,0.85,0.03496426608026388,0.13,0.02473886750962067,0.948433205057724,0.16444444444444445,0.11635220125786164,0.13627992633517494,0.7436685935152123,0.10728531363369144,0.03338142281344997,8589,188,281,37,,,,,,,,,,,,cat_cfg1_depth5_lr002,0.9454645409565696,0.1821428571428571,0.160377358490566,0.1705685618729097,0.8135890474173854,0.1285018101002047,0.032324006530708,0.0307861462341946,0.0029686641011543724,1.0031398999883707,-0.017698412698412658,0.9028322440087148,-0.044025157232704365,0.7254901960784316,-0.03428863553773476,0.7989744700826923,-0.06992045390217305,0.9140592488011916,-0.02121649646651326,0.8348934038363444,0.0010574162827419673,-0.006047278724573932
all,last_month_only,21,ExtraTrees,et_cfg0_depth12_leaf5,1,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,920142,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_1m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1238365,1196758,41607,9095,8777,318,,,,,,,,0.03496426608026388,0.12,0.05387575590984057,0.9278724573941726,0.15510204081632653,0.2389937106918239,0.1881188118811881,0.7393301388778418,0.11301354041986966,0.03268701261114769,8363,414,242,76,500.0,12.0,10.0,5.0,sqrt,False,,,,,,et_cfg0_depth12_leaf5,0.9218251786695988,0.1617900172117039,0.2955974842767295,0.2091212458286985,0.8161737044290287,0.1331358213116875,0.0319265870026155,0.0638812534359538,0.006047278724573779,1.0065601145038165,-0.006687976395377382,0.9586626139817632,-0.05660377358490559,0.8085106382978725,-0.021002433947510418,0.8995681483041922,-0.07684356555118688,0.9058490059968982,-0.020122280891817834,0.8488590020809721,0.000760425608532192,-0.010005497526113231
all,last_month_only,21,XGBoost,xgb_cfg4_strong_reg,1,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,930142,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_1m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1238365,1196758,41607,9095,8777,318,,,0.03,,,,0.9,0.03496426608026388,0.13,0.024299065420560748,0.9477735019241341,0.14479638009049775,0.10062893081761007,0.11873840445269017,0.7351708259795651,0.10241073685297304,0.03312356466604546,8588,189,286,32,500.0,3.0,,,,,0.9,8.0,0.8,5.0,0.2,xgb_cfg4_strong_reg,0.9461242440901594,0.1692307692307692,0.1383647798742138,0.1522491349480968,0.8006886925017717,0.1248547692284669,0.0323288757694658,0.0285871357888949,0.0016492578339747377,1.0017431725740849,-0.024434389140271462,0.8556149732620323,-0.03773584905660374,0.7272727272727275,-0.033510730495406635,0.779895429246079,-0.06551786652220659,0.9181731088052532,-0.02244403237549386,0.8202388862340981,0.0007946888965796664,-0.004288070368334153
all,last_month_only,21,CatBoost,cat_cfg1_depth5_lr002,3,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,910342,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_3m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1233180,1124601,108579,9095,8272,823,800.0,5.0,0.02,10.0,1.0,Bernoulli,0.85,0.09048927982407916,0.18,0.07762506871907641,0.8813633864760858,0.31869688385269124,0.2733900364520049,0.2943100065402224,0.7290049172602946,0.23530869647389743,0.07778272135123597,7791,481,598,225,,,,,,,,,,,,cat_cfg1_depth5_lr002,0.8575041231445849,0.290893015030946,0.3997569866342649,0.3367451381780962,0.811683296473956,0.2700716611638938,0.0739462272856931,0.1243540406816932,0.0238592633315009,1.0278240800102578,0.027803868821745237,1.095581080964723,-0.12636695018226002,0.6838905775075989,-0.042435131637873824,0.8739844267167091,-0.08267837921366139,0.898139607439471,-0.03476296468999637,0.8712824420741413,0.0038364940655428725,-0.046728971962616786
all,last_month_only,21,ExtraTrees,et_cfg0_depth12_leaf5,3,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,920342,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_3m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1233180,1124601,108579,9095,8272,823,,,,,,,,0.09048927982407916,0.18,0.10676195711929631,0.8691588785046729,0.3110195674562307,0.3669501822600243,0.33667781493868454,0.7514946702750469,0.2609858487080645,0.07502610376236149,7603,669,521,302,500.0,12.0,10.0,5.0,sqrt,False,,,,,,et_cfg0_depth12_leaf5,0.8558548653106103,0.3137404580152672,0.4993924665856622,0.3853727144866385,0.8194325790674775,0.2977947868271378,0.0718404090083363,0.1440351841671248,0.013304013194062603,1.0155447070914696,-0.0027208905590364596,0.9913275751038011,-0.13244228432563793,0.7347931873479319,-0.048694899547953974,0.8736420672314041,-0.06793790879243056,0.9170915209769368,-0.036808938119073265,0.8763949546892508,0.0031856947540251923,-0.03727322704782848
all,last_month_only,21,XGBoost,xgb_cfg4_strong_reg,3,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,930342,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_3m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1233180,1124601,108579,9095,8272,823,,,0.03,,,,0.9,0.09048927982407916,0.14,0.08587135788894998,0.8713578889499725,0.27784891165172854,0.26366950182260024,0.27057356608478805,0.7145157741291825,0.21695034361317164,0.07857858065890613,7708,564,606,217,500.0,3.0,,,,,0.9,8.0,0.8,5.0,0.2,xgb_cfg4_strong_reg,0.8489279824079164,0.2875867386276021,0.4532199270959903,0.3518867924528302,0.8041472968875958,0.2637830650723957,0.0746640726102495,0.14260582737768,0.02242990654205601,1.0264214479989637,-0.009737826975873554,0.9661395131696836,-0.18955042527339006,0.581769436997319,-0.08131322636804217,0.7689221985251349,-0.08963152275841324,0.8885384268462672,-0.04683272145922404,0.822457436961047,0.003914508048656631,-0.05673446948873001
all,last_month_only,21,CatBoost,cat_cfg1_depth5_lr002,6,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,910642,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_6m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1225360,1035867,189493,9095,7697,1398,800.0,5.0,0.02,10.0,1.0,Bernoulli,0.85,0.1537108301264431,0.27,0.08620120945574491,0.839472237493128,0.4604591836734694,0.2582260371959943,0.33088909257561877,0.7177931297387848,0.3466612483300723,0.11899829420342765,7274,423,1037,361,,,,,,,,,,,,cat_cfg1_depth5_lr002,0.8288070368334249,0.4499685336689742,0.5114449213161659,0.4787412119183127,0.82208747513802,0.4186056238228322,0.1075128041263294,0.1747113798790544,0.010665200659703111,1.0128681347837623,0.010490650004495172,1.0233141858141859,-0.25321888412017163,0.5048951048951049,-0.14785211934269393,0.6911648388275338,-0.10429434539923521,0.8731347349845887,-0.0719443754927599,0.828133280112813,0.01148549007709826,-0.0885101704233095
all,last_month_only,21,ExtraTrees,et_cfg0_depth12_leaf5,6,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,920642,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_6m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1225360,1035867,189493,9095,7697,1398,,,,,,,,0.1537108301264431,0.23,0.1708631115997801,0.8141836173721825,0.40604890604890603,0.4513590844062947,0.4275067750677506,0.7500229545242066,0.3805136859490093,0.1135008067714123,6774,923,767,631,500.0,12.0,10.0,5.0,sqrt,False,,,,,,et_cfg0_depth12_leaf5,0.8251786695986806,0.4461883408071749,0.5693848354792561,0.5003142677561282,0.8222022477590529,0.4348267130364049,0.1059076416347786,0.1961517317207256,-0.010995052226498103,0.9866755496335776,-0.040139434758268866,0.9100392567729251,-0.11802575107296143,0.7927135678391959,-0.0728074926883776,0.854476481322602,-0.07217929323484629,0.9122122404413585,-0.054313027087395604,0.8750927082926289,0.007593165136633703,-0.025288620120945488
all,last_month_only,21,XGBoost,xgb_cfg4_strong_reg,6,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,930642,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_6m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1225360,1035867,189493,9095,7697,1398,,,0.03,,,,0.9,0.1537108301264431,0.22,0.10951072017592084,0.8278174821330402,0.41566265060240964,0.296137339055794,0.3458646616541353,0.7068165457697414,0.33041277665762536,0.121272138606688,7115,582,984,414,500.0,3.0,,,,,0.9,8.0,0.8,5.0,0.2,xgb_cfg4_strong_reg,0.8241891148982957,0.4398563734290844,0.5257510729613734,0.4789833822091886,0.8126056767746496,0.4155148156259344,0.1083455318138812,0.1837273227047828,0.0036283672347444673,1.0044023479188902,-0.024193722826674757,0.9449963117777231,-0.22961373390557938,0.563265306122449,-0.1331187205550533,0.7220807119840418,-0.10578913100490817,0.8698149249648358,-0.08510203896830904,0.7951889180170129,0.012926606792806813,-0.07421660252886195
all,last_month_only,21,CatBoost,cat_cfg1_depth5_lr002,12,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,911242,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_12m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1209975,902429,307546,9095,6846,2249,800.0,5.0,0.02,10.0,1.0,Bernoulli,0.85,0.24727872457394173,0.29,0.16987355689939526,0.7792193512919187,0.5779935275080906,0.39706536238328144,0.47074327886135997,0.713825646793128,0.48883938677523764,0.16346138173166255,6194,652,1356,893,,,,,,,,,,,,cat_cfg1_depth5_lr002,0.7992303463441451,0.5923177651680489,0.6033792796798577,0.5977973568281938,0.8266771468658061,0.5783268116297006,0.1395964371201922,0.2518966465090709,-0.020010995052226477,0.974962168111157,-0.014324237659958272,0.9758166333979629,-0.20631391729657628,0.658069270449521,-0.12705407796683382,0.787462964639121,-0.11285150007267808,0.8634878192768075,-0.08948742485446293,0.8452649556359126,0.023864944611470346,-0.08202308960967564
all,last_month_only,21,ExtraTrees,et_cfg0_depth12_leaf5,12,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,921242,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_12m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1209975,902429,307546,9095,6846,2249,,,,,,,,0.24727872457394173,0.3,0.23408466190214403,0.7691039032435404,0.5349929544387036,0.506447309915518,0.5203289173138419,0.7538953268677726,0.527570354124009,0.15445048884689724,5856,990,1110,1139,500.0,12.0,10.0,5.0,sqrt,False,,,,,,et_cfg0_depth12_leaf5,0.7938427707531611,0.5803955288048152,0.6002667852378835,0.5901639344262295,0.8292021760052541,0.6021551087854431,0.1393651474517338,0.2557449147883452,-0.024738867509620732,0.9688365650969528,-0.0454025743661115,0.9217730459440182,-0.09381947532236545,0.8437037037037037,-0.0698350171123876,0.8816684432262322,-0.07530684913748154,0.9091815587119197,-0.0745847546614341,0.8761369727280521,0.015085341395163432,-0.021660252886201187
all,last_month_only,21,XGBoost,xgb_cfg4_strong_reg,12,binary_Mge5,fixed_full_hyperparameters_and_threshold,none,931242,PROJECT_ROOT/data_timescale_only/last_month_only/china_last_month_only_dataset_horizon_12m.pkl,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/selected_config_by_model.json,PROJECT_ROOT/outputs/catboost_extratrees_xgb_binary_m5_comparison/pooled_threshold_by_model_horizon.csv,1209975,902429,307546,9095,6846,2249,,,0.03,,,,0.9,0.24727872457394173,0.27,0.1920835623969214,0.7728422210005498,0.5523755008586148,0.4290795909293019,0.482982982982983,0.7149845674261434,0.4911371116972814,0.16264429555429644,6064,782,1284,965,500.0,3.0,,,,,0.9,8.0,0.8,5.0,0.2,xgb_cfg4_strong_reg,0.7937328202308961,0.5793279455550829,0.6056024899955536,0.5921739130434782,0.8232820910309474,0.5851272797928737,0.1405556509000455,0.2584936778449697,-0.020890599230346307,0.973680565175232,-0.02695244469646818,0.9534763601458174,-0.17652289906625163,0.7085168869309839,-0.10919093006049524,0.8156100300006321,-0.10829752360480405,0.868456359266616,-0.0939901680955923,0.8393679950644868,0.02208864465425095,-0.06641011544804828
